image_url,poem
https://farm2.staticflickr.com/1086/1002051357_0e9162423e.jpg,"what is lovely never dies
but passes into other loveliness
star-dust or sea-foam flower or winged air"
https://farm8.staticflickr.com/7434/10024691123_ba6ba177c6.jpg,"sods on the dugout begin to be fledged
with fine green feathers of yarrow
i once glimpsed fairies by squinting the leaves
but now i scry nothing but sorrow
for i have seen milfoils grow under a hedge
i've seen them stand up on a barrow
but what shall i think when they burst into bloom
the flowers stained mustard-gas yellow
the sun and the wind are drying the mud
but the mortar and shell they will harrow"
https://farm1.staticflickr.com/19/100255672_97af849941.jpg,"one must have the mind of winter
to regard the front and the boughs
of the pine-trees crusted in snow
and have been cold a long time
to behold the junipers shagged with ice
the spruces rough in the distant glitter
of the january sun and not to think
of any misery in the sound of the wind
in the sound of a few leaves
which is the sound of the land"
https://farm2.staticflickr.com/1034/1002997433_0ab78b483e.jpg,"to put meaning in one's life may end in madness
but life without meaning is the torture
of restlessness and vague desire
it is a boat longing for the sea and yet afraid"
https://farm4.staticflickr.com/3741/10040008935_53577db8fe.jpg,"of living pained branches
my garden's braided body
cries at night
calling on the billowing of birds's wings
the moon's face wet amid leaves
peers into nests full of absence
green fingers tremble
clasped tight on the wind's throat
dawn"
https://farm1.staticflickr.com/25/100502974_e87fbf51be.jpg,"little darling the smiles returning to the faces
little darling it seems like years since its been here
here comes the sun here comes the sun
and i say its all right"
https://farm3.staticflickr.com/2821/10056086863_9975a34d09.jpg,"the leaves are falling
and they're falling
like they're in love
with the earth"
https://farm1.staticflickr.com/33/100565967_71ddedd4e0.jpg,"the sound of bank and water is all i hear
the sad resignation of a weeping spring
or a rock that hourly sheds a tear
and the birch leaves' vague quivering
i do not see the river bear the boat along
the flowering shore flits past and i remain
and in the watery depths that i skim
the reflected blue sky flutters like a curtain
meandering in their sleep you might say the waters
waver no longer sure where the bank lies"
https://farm2.staticflickr.com/1055/1006080174_a9beaf64b7.jpg,"the people along the sand
all turn and look one way
they turn their back on the land
they look at the sea all day
as long as it takes to pass
a ship keeps raising its hull
the wetter ground like glass
reflects a standing gull
the land may vary more
but wherever the truth may be"
https://farm1.staticflickr.com/28/100643774_faa3857267.jpg,"a dewy freshness fills the silent air
no mist obscures nor cloud nor speck nor stain
breaks the serene of heaven
in full-orbed glory yonder moon divine
rolls through the dark blue depths
beneath her steady ray
the desert circle spreads
like the round ocean girdled with the sky
how beautiful is night"
https://farm2.staticflickr.com/1425/1007069966_dfcc8ed78f.jpg,"rise up this morning
smiled with the rising sun
three little birds
pitch by my door step
singing sweet songs
of melodies pure and true
saying this is my message to you
don't worry about a thing
cause every little thing is gonna be alright
don't worry about a thing"
