image_url,poem
https://farm8.staticflickr.com/7262/7044046227_30414cf5d7.jpg,"kissed by the sun
bathed in prism light
a whirl
of swirling memories
rushes through the night
wrapped in rainbow dreams
lit by crimson hues
wards away the doldrums
and whisks away the blues"
https://farm2.staticflickr.com/1027/1284414886_6c25527db9.jpg,"walked out this morning
dont believe what i saw
a hundred billion bottles
washed up on the shore
seems im not alone in being alone
a hundred billion castaways
looking for a home"
https://farm3.staticflickr.com/2405/2361828895_47d76028aa.jpg,"nature is beautiful
nature is fun
love it or hate it
nature is something to love
nature is god's gift to us
nature
nature we love
wate and feed nature
nature water's and feed's us
god gave us nature"
https://farm2.staticflickr.com/1344/537596840_ec5539c9af.jpg,"out of the dark we came
into the dark we go
like a storm-driven bird at night we fly out of the nowhere"
https://farm6.staticflickr.com/5508/30270040995_4130aa0052.jpg,"this is my darkness
that i am obsessed with the savage beauty of things
like this sea
tell me that some part of you isn't drawn to the same
and i will tell you that
until you have wrapped yourself within
the absolute blackest of nights
the deepest of swells
you cannot know
how utterly exquisite or"
https://farm3.staticflickr.com/2205/2104012961_bb396dfa1d.jpg,"its mouth opens four times
as out-of-date as a prehistoric monster
yet somehow man-made"
https://farm1.staticflickr.com/43/120859192_5775b8a39c.jpg,"fair daffodils we weep to see
you haste away so soon
as yet the early-rising sun
has not attain'd his noon
stay stay
until the hasting day
has run
but to the even-song
and having pray'd together we
will go with you along"
https://farm8.staticflickr.com/7225/7229138784_76ff26a7ff.jpg,"wood of oak and beech
i remember the bluebells
in the perfumed air
like blue waves of sea
i remember the bluebells
blowing with the breeze
walking through the woods
i remember the bluebells
he gave one to me"
https://farm9.staticflickr.com/8378/8504040126_ec1ba2920c.jpg,"among thy fancies tell me this
what is the thing we call a kiss
i shall resolve ye what it is
it is a creature born and bred
between the lips all cherry-red
by love and warm desires fed
and makes more soft the bridal bed
it is an active flame that flies
first to the babies of the eyes
and charms them there with lullabies"
https://farm3.staticflickr.com/2849/33553019371_e72d2e335c.jpg,"hark to the whimper of the seagull
he weeps because he's not an ea-gull
suppose you were you silly seagull
could you explain it to your she-gull"
https://farm3.staticflickr.com/2627/4117537129_a9d0b37315.jpg,"i carry my burden
my pain in the neck
is it my doubt
is it my scepticism
my mind
what drives me to go this way
do i have to explore emptiness
winter
yes
my liberator"
https://farm2.staticflickr.com/1246/5149835150_2a4686b2f7.jpg,"she knew it was an important date and so she would not dare to be late
he said to wear her very best gown and he would be going as a clown
so she wore her red and her white and thought that he would look a sight
she put on her hat and then she thought oh my umbrella  and so she sought
then ready to go she stepped outside her umbrella up her smiles to hide
lovely she looked as she stood waiting there he was sure to think oh my lady fair"
https://thepoetryofphotography.files.wordpress.com/2016/09/081115.jpg,"the placid pastel
saint presides over her world
always gazing up"
https://farm1.staticflickr.com/49/151992373_25d87bd997.jpg,"silent oh moyle be the roar of thy water
break not ye breezes your chain of repose
while murmuring mournfully lir's lonely daughter
tell's to the night-star her tale of woes
when shall the swan her death-note singing
sleep with wings in darkness furl'd
when will heaven its sweet bell ringing
call my spirit from this stormy world
sadly oh moyle to thy winter-wave weeping
fate bids me languish long ages away"
https://farm3.staticflickr.com/2446/4072281520_8ff8387e41.jpg,"this curtain of leaves
through which i perceive with longing
the careless shoots of spring and other cherished scenes
russet red and gold
dying colours of days gone by
wherein stories of a simpler way of life are told
green roads and byways
we would walk with vernal birdsong
in the air or summer heat haze which distorts the trees
invigorating"
https://farm7.staticflickr.com/6120/6305805857_cf9a9d28c6.jpg,"a heart leaps to see a rainbow
an arch of lights that flow
red  orange  yellow
green blue  violet  indigo
like special person in our life
glowing with colour so nice
at end of rainbow there is gold
shining with mystery to behold
a gift of joy and light
then the rainbow takes flight"
https://farm4.staticflickr.com/3455/3734970583_38b0054efd.jpg,"it is written on the arched sky
it looks out from every star
it is the poetry of nature
it is that which uplifts the spirit within us"
https://farm1.staticflickr.com/4/9470794_a73ff38538.jpg,"that's what a ship is you know
it's not just a keel and a hull and a deck and sails
that's what the ship needs
but what a ship is
what the black pearl really is
is freedom"
https://thepoetryofphotography.files.wordpress.com/2015/05/051-514.jpg,"obviously the
sign pre-dates the wall-mounted
air conditioner"
https://farm1.staticflickr.com/23/33557258_f50a74a05b.jpg,"the daisy follows soft the sun
and when his golden walk is done
sits shyly at his feet
he waking finds the flower near
wherefore marauder art thou here
because sir love is sweet
we are the flower thou the sun
forgive us if as days decline
we nearer steal to thee
enamoured of the parting west"
https://farm8.staticflickr.com/7174/6427600153_e856107271.jpg,"welsh pony of hill
no human hand must touch thee
air of the mountain
spring brings a new life
no human hand must touch thee
your foal that is born
summer days are here
no human hand must touch thee
days are warm and long
autumn fall has come"
https://farm1.staticflickr.com/143/327121923_d24ccd0057.jpg,"our deepest fear is not that we are inadequate
our deepest fear is that we are powerful beyond measure
it is our light not our darkness
that most frightens us
we ask ourselves
who am i to be brilliant gorgeous talented fabulous
actually who are you not to be
you are a child of god
your playing small
does not serve the world"
https://farm4.staticflickr.com/3374/3522716894_8f0b6bfb76.jpg,"the bird-box was ruffled
trees were crossing the road
the sky was pulling up roots
tossing word-splashed banners
that only the wind could read"
https://farm1.staticflickr.com/1/701344_f7fce9d95a.jpg,"i need the sea because it teaches me
i don't know if i learn music or awareness
if it's a single wave or its vast existence
or only its harsh voice or its shining one
a suggestion of fishes and ships
the fact is that until i fall asleep
in some magnetic way i move in
the university of the waves"
https://farm3.staticflickr.com/2171/2166494685_ff529ae470.jpg,"flushed all the land with roseate floods of eve
while large and full glows low the harvest moon
there as through homely fields she lightly walks
and one is by her side and whispers low
and thine oh hope the future's kindling glow"
https://farm6.staticflickr.com/5251/5500905394_ddaea37f26.jpg,"cold wet leaves
floating on moss-coloured water
and the croaking of frogs
cracked bell-notes in the twilight"
https://farm7.staticflickr.com/6152/6220630960_dfd7980eaa.jpg,"a crow and a scarecrow fell in love
out in the fields
the scarecrows heart was a stuffed leather glove
but his love was real
the crow perched on the stick of a wrist
and opened her beak
scarecrow i love you madly deeply
speak
crow rasped the scarecrow hear these words
from my straw throat"
https://farm1.staticflickr.com/26/36602592_cea93c7e75.jpg,"dust of the sea in you
the tongue receives a kiss
from ocean night
taste imparts to every seasoned
dish your ocean essence
the smallest
miniature
wave from the saltcellar
reveals to us
more than domestic whiteness"
https://farm3.staticflickr.com/2469/3836435938_1fcaa3faee.jpg,"such a spectacle
this rich world of the flowers
all beings are living brightness
fulfilled with brightness
on the earth under the heavens"
https://farm3.staticflickr.com/2479/3557078666_80df9387d1.jpg,"i walk the corridor river valley
threading grey beech-boles
listening to creaking willows
the babel of urgent water
and descant tree-top breezes
on the brim-full vein corpuscle swans
attack a submerged pantry unconcerned
by the bi-pedal interloper
on bank and rising ground signs
of the fifty-year spate that swept away"
https://farm4.staticflickr.com/3037/2461526299_d5a8dd73ed.jpg,"cats eye moon
on the road
to the stars
spills pearlescence
onto reaching oceans
creeping merchant ships
secrete world cargoes
winking at each other
and the watchers
on irrelevant shores"
https://farm2.staticflickr.com/1155/927467766_d56fca055b.jpg,"what if words are flying skies
what if you tell them to swop wings
to make them different laughing butterflies
what if you throw a soul into them
take them through the flowers of life
and winds
what if they take you to the hurricane kings
what if you find you are on a horse of light
what if words hold out their hands
and give you second sight"
https://farm3.staticflickr.com/2782/4059262680_e477122bde.jpg,"the city floats no longer like a bait
to hook the nimble darting summer days
the glazed and brittle palaces pulsate and radiate
and glitter summer's garden sways
a heap of marionettes hanging down and dangled
leaves tired torn turned upside down and strangled
until from forest depths from bony leafless trees
a will wakens: the admiral lolling long at ease
has been commanded overnight  suddenly
in the first dawn all galleys put to sea"
https://farm7.staticflickr.com/6003/6000521307_627719be0e.jpg,"brown as weed and human-eyed
skulking in the kelp she stalks
a shrimp her suckered arms
shooting out of semi-darkness
then ascends where sunlight
webs the sea her grim beak
champing on exoskeleton
her hue turned luminescent
and is gone in a squelch of sepia
a sharks serried armoury"
https://farm3.staticflickr.com/2479/3789427510_6cdd9b2144.jpg,"stamped with characters of beauty their veins
like waters at a confluence of streams arrowheads
point heavenwards the traceries of their leaves
are essays in divine proportion: three lobes
of an arch mirrored in the initials
of her half-forgotten inverted book of hours
in the stained glass of her chapel in the niche
of the piscina where her fingers dipped
before the benediction and mirrored also
in the shadow of one leaf which makes"
https://farm4.staticflickr.com/3653/3479212433_35014aa912.jpg,"where two pools meet
one becomes the deeper image
while the other
becomes its face"
https://farm6.staticflickr.com/5266/5747545065_e528d13360.jpg,"there's a sign on the wall
but she wants to be sure
'cos you know sometimes
words have two meanings"
https://farm1.staticflickr.com/152/357774678_22e33b47a2.jpg,"i know what darkness is
it accumulates thickens
then suddenly bursts and drowns everything"
https://connetta.files.wordpress.com/2008/02/1879580742_afaedb1736.jpg,"her walls still hold on
to years of being a home
refusing to fall"
https://farm1.staticflickr.com/6/8765302_51f6f3bbea.jpg,"shades of grey wherever i go
the more i find out the less that i know
black and white is how it should be
but shades of grey are the colors i see"
https://farm9.staticflickr.com/8084/8347644680_3644272e0b.jpg,"memories of by gone days
broken dreams of treasured play
thoughts of precious moments gone
slipped away as the sun shone
hope for better times ahead
and steps for solace to tread
beautiful days for new paintings
colours that are shimmering"
https://farm5.staticflickr.com/4055/4576998091_acea4ec94d.jpg,"it will never rain roses
when we want to have more roses
we must plant more roses"
https://farm3.staticflickr.com/2780/4251471920_70abb930c4.jpg,"i can not live
peacefully without you
for even a moment
l miss you terribly
when you're away
how come
out of all the people in the world
only one
can make me complete
one word on the phone"
https://farm1.staticflickr.com/27/44250822_66977a4bf9.jpg,"lay down the angles
it ain't polite to beg
when it converges so slow
stamp your heels to let it go
sinnnnnnnnnnnnng the spirit
of the moment
let the easy rollers ride
we got bizness in the angles
let it rock let it fly
oh shake it"
https://farm4.staticflickr.com/3130/2886960663_6eea3ecd4a.jpg,"said the table to the chair
you can scarcely be aware
how i suffer from the heat
and from blisters on my feet
if we took a little walk
we might have a little talk
pray let us take the air
said the table to the chair
said the chair unto the table
now you know we are not able"
https://farm4.staticflickr.com/3078/2649593317_e6c58d7560.jpg,"every summer
i listen and look
under the sun's brass and even
into the moonlight but i can't hear
anything i can't see anything
not the pale roots digging down nor the green stalks muscling up
nor the leaves
deepening their damp pleats
nor the tassels making
nor the shucks nor the cobs"
https://farm5.staticflickr.com/4096/4789669789_39050294ea.jpg,"rainy morning
music in my ears
mystic thinkers in my thoughts
red and yellow flickers
in the lilac
flowers long gone
feeding on the seeds
old man down the street
moving to the rhythm of his hands
taking in the energy of the air"
https://farm2.staticflickr.com/1054/591147363_f44a1d12f7.jpg,"a sudden summer chest infection makes me feel like death
it also makes me think  of nothing else than breath
now  too late recall those times of luxury  of lack of stress
when just the act of breathing couldnt matter less
not to have to drag air in - exhale with ease
have speech to spare  to scale steps as i please
ill not abuse them lungs no more
on that you have my oath
god bless oxygen  amoxyllin  i want my share of both
one day ill have to hold my breath for keeps  and ill expire"
https://farm6.staticflickr.com/5564/14970272111_ff03d24cf1.jpg,"of living pained branches
my garden's braided body
cries at night
calling on the billowing of birds's wings
the moon's face wet amid leaves
peers into nests full of absence
green fingers tremble
clasped tight on the wind's throat
dawn"
https://farm4.staticflickr.com/3260/2350790599_0f253f4900.jpg,"nature rarer uses yellow
than another hue
saves she all of that for sunsets
prodigal of blue
spending scarlet like a woman
yellow she affords
only scantly and selectly
like a lover's words"
https://farm3.staticflickr.com/2077/2195148562_5bf6c3d89a.jpg,"you laid me bare
you marked me there
the promises we made
i used to think"
https://farm8.staticflickr.com/7009/6776054857_f3e2866b61.jpg,"if you want me
well come and get me
i'm probably easier than you think
and if you need me
well come and get me
i'm not free but still pretty cheap
oh where you been
been waiting for days
but i guess you know that oh yeah
well dig right in"
https://farm3.staticflickr.com/2103/2238408337_05ee235d0a.jpg,"good morning on this late winter day
when birds do sing new boughs do sway
when the air is sweet with impending spring
on the wings of the seasons it does bring
the softness of your skin so smooth
the look in your soft eyes of blue
the gentle rain when it does fall
reminds of your touch light and small
trace on my lips with your fingers stay
good morning on this late winter day"
https://farm6.staticflickr.com/5803/31179897846_bbd611b05c.jpg,"although its difficult today to see beyond the sorrow
may looking back in memory help comfort you tomorrow"
https://farm4.staticflickr.com/3587/3351291877_0b99d4a009.jpg,"oh my small grey snail of no importance
your unfurling to these strains of boccherini
is like the opening of a flower your operculum
conceals these skirts of labial folds that eye
on its tentative stalk epitomises sense
your tentacles sway
a slow and sliming waltz"
https://farm4.staticflickr.com/3316/3208415089_6f24440acf.jpg,"there are words above all others
that fix themselves like stars
bright beacons in the darkness
heights hidden in the heart
they alone take awesome stand
against the tides of life
in armed array of power
an army clothed in might
like seeds that fall on watered ground
form fertile flowing fields"
https://farm8.staticflickr.com/7193/6804492128_ec6622a7c2.jpg,"if i were alone i would cry
and if i were with you id be home and dry
and if i go insane
will you still let me join in with the game"
https://farm8.staticflickr.com/7162/6550841133_32a81b0cac.jpg,"a magical night
a magical date
a magical place
a magical state
spirits
shadows
phantoms
ghosts
whisper
promises of light"
https://farm2.staticflickr.com/1148/1211381385_c8a1fd7a9f.jpg,"the pleasant air and wind
with sacred thoughts do
feed my serious mind"
https://farm2.staticflickr.com/1357/1028823536_17fd330796.jpg,"softly wordlessly
shadow and light coalesce
emergent being"
https://connetta.files.wordpress.com/2007/10/514032577_0d81b77f55.thumbnail.jpg,"there was a time
when i loved
the mail man
much in the way
i now love
my computor
the mail man
was my link
to people
who waited"
https://farm3.staticflickr.com/2748/4517286483_60f7e94f8d.jpg,"light shadows darken the trees
some had fallen storm ridden
she was sad her favorites
a solemn note filled the air
in their passing"
https://thepoetryofphotography.files.wordpress.com/2012/05/040712.jpg,"forget the color
check out the startling textures
unpredicted art"
https://connetta.files.wordpress.com/2007/09/378847688_e1c8c70b9b1.jpg,"down a gravel road
over a hill
up in the woods
i saw her
weathered
and worn
torn apart
by the wind
fading fast
reminded me"
https://farm5.staticflickr.com/4224/35019118982_d4e3c85f50.jpg,"to catch on
to come close
to watch the silence of root
the fierce battle of root
a tremor
a desire
a heft"
https://farm1.staticflickr.com/208/510869106_d1b637cfba.jpg,"you spin me right round baby
right round like a record baby
right round round round"
https://farm4.staticflickr.com/3127/2628676106_f3dfb70391.jpg,"we once loved-together
and we floodlit that time
input-output-electricity
but the lines overloaded
and the sparks started flying
and the loose wires
were lashing out at me
she's not going to fix that up
too easy
but she holds out her candle"
https://farm3.staticflickr.com/2477/3780676974_a722f391aa.jpg,"every season has its own glory
every purpose has its own time
every moment has its own story
every story has its own line
i have walked deep into cities
shining brightly never to fail
listened to heart cries
lost in the morning
standing on corners
stagnant and stale"
https://farm8.staticflickr.com/7677/16986830179_6cfd5e87e0.jpg,"gray skies are gonna clear up
put on a happy face
brush off the clouds and cheer up
put on a happy face"
https://farm9.staticflickr.com/8197/8190041627_1aabe8453d.jpg,"colours of jewels
amber  ruby gold  silver
painted on the lake"
https://farm4.staticflickr.com/3848/15292990415_5efe84659b.jpg,"sometimes if you stand on the bottom rail of a bridge and lean over to watch the river slipping slowly away beneath you
you will suddenly know everything there is to be known"
https://thepoetryofphotography.files.wordpress.com/2016/11/100315.jpg,"several genres
of urban art depicted
on only one block"
https://farm3.staticflickr.com/2596/3822290700_7909fc9c6e.jpg,"count the waves
count the sand
count your blessings"
https://farm8.staticflickr.com/7002/6754490963_c64beb9e12.jpg,"'oh give us pleasure in the flowers today
and give us not to think so far away
as the uncertain harvest
keep us here all simply in the springtime of the year"
https://farm1.staticflickr.com/108/315370616_043f9a87c3.jpg,"letting a child go
i am feeling you
slipping away
as i'm letting you go
i want you to stay
but children must grow
you'r lend to me
to have and to hold you
i am there for you
my child"
https://farm4.staticflickr.com/3761/12551796793_ca6ee58365.jpg,"back of every creation
supporting it like an arch
is faith
enthusiasm is nothing
it comes and goes
but if one believes
then miracles occur"
https://farm4.staticflickr.com/3024/3019210915_d3487ca3a8.jpg,"i do not like the way winter will bleach
my skin: i love to be so tanned
that brown compared to me is like a beach
seen in the morning pale with soaked sand
id rather be azure an ephemeral
a light blue wasp dancing in the light
a damselfly my wings blue and ethereal
my feet translucent whirling in the flight
my body is solid no way for me to fly
i tried once as a child in dreams"
https://farm1.staticflickr.com/128/382445462_2fc8090d59.jpg,"into the woods
and down the dell
the path is straight
i know it well
into the woods
and who can tell
what's waiting on the journey"
https://farm8.staticflickr.com/7181/6909006819_f368c35419.jpg,"i caught the sun for a moment
a dream was reflected here too
my life painted within this scene
past so lost in misty water
i saw a future walking by
in deepest darkness of my mind
what was there in this serene space
shadowed spirits of the tall trees
branches opening to the sky
some long paths to walk together"
https://connetta.files.wordpress.com/2007/10/441476906_642f7c9f40.jpg,"when parents die
some familys
grow apart
things change
those who would
not give up
their time
or money
are first in line
to inherit something"
https://farm1.staticflickr.com/73/198678570_bce9a3a45c.jpg,"we're walking in the air
we're floating in the moonlit sky
the people far below are sleeping as we fly
i'm holding very tight
i'm riding in the midnight blue
i'm finding i can fly so high above with you
far across the world
the villages go by like trees
the rivers and the hills
the forest and the streams"
https://farm8.staticflickr.com/7067/7088250459_ee464348dc.jpg,"purple as tulips in may mauve
into lush velvet purple
as the stain blackberries leave
on the lips on the hands
the purple of ripe grapes
sunlit and warm as flesh
every day i will give you a color
like a new flower in a bud vase
on your desk every day
i will paint you as women"
https://farm4.staticflickr.com/3167/3018821217_0fc01ae026.jpg,"i've heard in the winds
whispers that autumn
is leaving us soon
i found her leaves
laying gracefully
across the country road
like making a dare
for me to cross the line
and disturb them
jack frost has been"
https://farm7.staticflickr.com/6084/6025036825_05febe16ce.jpg,"amber light begins to show
ocean too will soon glow
sun rising above the sea
golden hour soon to be
climbing from the horizon
birth of another morning
light of a new day
for many hours can stay
with beams of gold
majestic to behold"
https://farm4.staticflickr.com/3422/3781294894_4e2febe8d1.jpg,"it is a threshold
not a door
but an entrance
into a new vision"
https://farm5.staticflickr.com/4080/4941144416_94891a9a9f.jpg,"'tis little i - could care for pearls
who own the ample sea
or brooches - when the emeror
with rubies - pelteth me"
https://farm5.staticflickr.com/4041/4663143175_83b71d8bc4.jpg,"i want to walk with you
on a cloudy day
in fields where the yellow grass grows
knee high
so won't you try to come"
https://farm8.staticflickr.com/7349/12777603625_04e0b50a6d.jpg,"every human
is an artist
the dream of your life
is to make
beautiful art"
